Biomarker	Condition	label
28260718::span:549:553	28260718::span:1275:1281	1
28260718::span:728:732	28260718::span:1275:1281	1
28260718::span:848:852	28260718::span:1275:1281	1
28260718::span:929:933	28260718::span:1275:1281	1
28260718::span:981:985	28260718::span:1275:1281	1
28260718::span:1154:1158	28260718::span:1275:1281	1
28260718::span:1371:1375	28260718::span:1275:1281	1
28260718::span:1570:1574	28260718::span:1275:1281	1
28260718::span:1609:1613	28260718::span:1275:1281	1
28260718::span:1759:1763	28260718::span:1275:1281	1
28260649::span:13:27	28260649::span:841:858	1
28260649::span:884:898	28260649::span:841:858	1
28260649::span:901:906	28260649::span:841:858	1
28260649::span:1280:1285	28260649::span:841:858	1
28260649::span:1871:1876	28260649::span:841:858	1
28260391::span:714:719	28260391::span:725:734	1
28260391::span:714:719	28260391::span:1081:1090	1
28260391::span:714:719	28260391::span:1165:1174	1
28260391::span:714:719	28260391::span:1372:1381	1
28260391::span:714:719	28260391::span:1796:1805	1
28260391::span:725:734	28260391::span:946:949	1
28260391::span:725:734	28260391::span:1266:1269	1
28260391::span:1081:1090	28260391::span:946:949	1
28260391::span:1081:1090	28260391::span:1266:1269	1
28260391::span:1165:1174	28260391::span:946:949	1
28260391::span:1165:1174	28260391::span:1266:1269	1
28260391::span:1372:1381	28260391::span:946:949	1
28260391::span:1372:1381	28260391::span:1266:1269	1
28260391::span:1796:1805	28260391::span:946:949	1
28260391::span:1796:1805	28260391::span:1266:1269	1
28260391::span:946:949	28260391::span:952:961	1
28260391::span:946:949	28260391::span:1229:1238	1
28260391::span:946:949	28260391::span:1428:1437	1
28260391::span:1266:1269	28260391::span:952:961	1
28260391::span:1266:1269	28260391::span:1229:1238	1
28260391::span:1266:1269	28260391::span:1428:1437	1
28260391::span:952:961	28260391::span:762:766	1
28260391::span:1229:1238	28260391::span:762:766	1
28260391::span:1428:1437	28260391::span:762:766	1
28260295::span:432:479	28260295::span:494:506	1
28260295::span:432:479	28260295::span:509:512	1
28260295::span:482:487	28260295::span:494:506	1
28260295::span:482:487	28260295::span:509:512	1
28260295::span:494:506	28260295::span:824:842	1
28260295::span:494:506	28260295::span:1445:1449	1
28260295::span:509:512	28260295::span:824:842	1
28260295::span:509:512	28260295::span:1445:1449	1
28260295::span:824:842	28260295::span:978:993	1
28260295::span:1445:1449	28260295::span:978:993	1
28260295::span:978:993	28260295::span:996:1000	1
28260295::span:978:993	28260295::span:1612:1616	1
28260295::span:996:1000	28260295::span:1329:1335	1
28260295::span:1612:1616	28260295::span:1329:1335	1
28260295::span:1329:1335	28260295::span:1341:1346	1
28260295::span:1341:1346	28260295::span:769:782	1
28260295::span:1341:1346	28260295::span:918:931	1
28260295::span:769:782	28260295::span:908:912	1
28260295::span:918:931	28260295::span:908:912	1
28260295::span:908:912	28260295::span:947:953	1
28260162::span:8:14	28260162::span:321:327	1
28260162::span:239:245	28260162::span:321:327	1
28260162::span:309:315	28260162::span:321:327	1
28260162::span:543:549	28260162::span:321:327	1
28260162::span:627:633	28260162::span:321:327	1
28260162::span:1118:1124	28260162::span:321:327	1
28260162::span:1211:1217	28260162::span:321:327	1
28260162::span:1258:1264	28260162::span:321:327	1
28260162::span:1345:1351	28260162::span:321:327	1
28260162::span:1405:1411	28260162::span:321:327	1
28260162::span:321:327	28260162::span:764:783	1
28264149::span:182:203	28264149::span:324:330	1
28264149::span:182:203	28264149::span:620:626	1
28264149::span:182:203	28264149::span:1492:1498	1
28264149::span:182:203	28264149::span:1560:1566	1
28264149::span:249:270	28264149::span:324:330	1
28264149::span:249:270	28264149::span:620:626	1
28264149::span:249:270	28264149::span:1492:1498	1
28264149::span:249:270	28264149::span:1560:1566	1
28264149::span:2118:2139	28264149::span:324:330	1
28264149::span:2118:2139	28264149::span:620:626	1
28264149::span:2118:2139	28264149::span:1492:1498	1
28264149::span:2118:2139	28264149::span:1560:1566	1
28264149::span:324:330	28264149::span:842:844	1
28264149::span:324:330	28264149::span:1004:1006	1
28264149::span:620:626	28264149::span:842:844	1
28264149::span:620:626	28264149::span:1004:1006	1
28264149::span:1492:1498	28264149::span:842:844	1
28264149::span:1492:1498	28264149::span:1004:1006	1
28264149::span:1560:1566	28264149::span:842:844	1
28264149::span:1560:1566	28264149::span:1004:1006	1
28264149::span:842:844	28264149::span:324:330	1
28264149::span:842:844	28264149::span:620:626	1
28264149::span:842:844	28264149::span:1492:1498	1
28264149::span:842:844	28264149::span:1560:1566	1
28264149::span:1004:1006	28264149::span:324:330	1
28264149::span:1004:1006	28264149::span:620:626	1
28264149::span:1004:1006	28264149::span:1492:1498	1
28264149::span:1004:1006	28264149::span:1560:1566	1
28264149::span:324:330	28264149::span:1023:1066	1
28264149::span:620:626	28264149::span:1023:1066	1
28264149::span:1492:1498	28264149::span:1023:1066	1
28264149::span:1560:1566	28264149::span:1023:1066	1
28264149::span:1023:1066	28264149::span:324:330	1
28264149::span:1023:1066	28264149::span:620:626	1
28264149::span:1023:1066	28264149::span:1492:1498	1
28264149::span:1023:1066	28264149::span:1560:1566	1
28264149::span:324:330	28264149::span:12:37	1
28264149::span:324:330	28264149::span:479:483	1
28264149::span:324:330	28264149::span:553:561	1
28264149::span:324:330	28264149::span:707:714	1
28264149::span:324:330	28264149::span:805:809	1
28264149::span:324:330	28264149::span:1135:1143	1
28264149::span:324:330	28264149::span:1295:1299	1
28264149::span:324:330	28264149::span:1473:1477	1
28264149::span:324:330	28264149::span:1722:1726	1
28264149::span:324:330	28264149::span:1815:1828	1
28264149::span:324:330	28264149::span:1838:1846	1
28264149::span:324:330	28264149::span:1940:1942	1
28264149::span:620:626	28264149::span:12:37	1
28264149::span:620:626	28264149::span:479:483	1
28264149::span:620:626	28264149::span:553:561	1
28264149::span:620:626	28264149::span:707:714	1
28264149::span:620:626	28264149::span:805:809	1
28264149::span:620:626	28264149::span:1135:1143	1
28264149::span:620:626	28264149::span:1295:1299	1
28264149::span:620:626	28264149::span:1473:1477	1
28264149::span:620:626	28264149::span:1722:1726	1
28264149::span:620:626	28264149::span:1815:1828	1
28264149::span:620:626	28264149::span:1838:1846	1
28264149::span:620:626	28264149::span:1940:1942	1
28264149::span:1492:1498	28264149::span:12:37	1
28264149::span:1492:1498	28264149::span:479:483	1
28264149::span:1492:1498	28264149::span:553:561	1
28264149::span:1492:1498	28264149::span:707:714	1
28264149::span:1492:1498	28264149::span:805:809	1
28264149::span:1492:1498	28264149::span:1135:1143	1
28264149::span:1492:1498	28264149::span:1295:1299	1
28264149::span:1492:1498	28264149::span:1473:1477	1
28264149::span:1492:1498	28264149::span:1722:1726	1
28264149::span:1492:1498	28264149::span:1815:1828	1
28264149::span:1492:1498	28264149::span:1838:1846	1
28264149::span:1492:1498	28264149::span:1940:1942	1
28264149::span:1560:1566	28264149::span:12:37	1
28264149::span:1560:1566	28264149::span:479:483	1
28264149::span:1560:1566	28264149::span:553:561	1
28264149::span:1560:1566	28264149::span:707:714	1
28264149::span:1560:1566	28264149::span:805:809	1
28264149::span:1560:1566	28264149::span:1135:1143	1
28264149::span:1560:1566	28264149::span:1295:1299	1
28264149::span:1560:1566	28264149::span:1473:1477	1
28264149::span:1560:1566	28264149::span:1722:1726	1
28264149::span:1560:1566	28264149::span:1815:1828	1
28264149::span:1560:1566	28264149::span:1838:1846	1
28264149::span:1560:1566	28264149::span:1940:1942	1
28264149::span:12:37	28264149::span:67:76	1
28264149::span:12:37	28264149::span:209:218	1
28264149::span:12:37	28264149::span:336:345	1
28264149::span:12:37	28264149::span:633:642	1
28264149::span:12:37	28264149::span:1211:1220	1
28264149::span:12:37	28264149::span:1328:1337	1
28264149::span:12:37	28264149::span:1908:1917	1
28264149::span:479:483	28264149::span:67:76	1
28264149::span:479:483	28264149::span:209:218	1
28264149::span:479:483	28264149::span:336:345	1
28264149::span:479:483	28264149::span:633:642	1
28264149::span:479:483	28264149::span:1211:1220	1
28264149::span:479:483	28264149::span:1328:1337	1
28264149::span:479:483	28264149::span:1908:1917	1
28264149::span:553:561	28264149::span:67:76	1
28264149::span:553:561	28264149::span:209:218	1
28264149::span:553:561	28264149::span:336:345	1
28264149::span:553:561	28264149::span:633:642	1
28264149::span:553:561	28264149::span:1211:1220	1
28264149::span:553:561	28264149::span:1328:1337	1
28264149::span:553:561	28264149::span:1908:1917	1
28264149::span:707:714	28264149::span:67:76	1
28264149::span:707:714	28264149::span:209:218	1
28264149::span:707:714	28264149::span:336:345	1
28264149::span:707:714	28264149::span:633:642	1
28264149::span:707:714	28264149::span:1211:1220	1
28264149::span:707:714	28264149::span:1328:1337	1
28264149::span:707:714	28264149::span:1908:1917	1
28264149::span:805:809	28264149::span:67:76	1
28264149::span:805:809	28264149::span:209:218	1
28264149::span:805:809	28264149::span:336:345	1
28264149::span:805:809	28264149::span:633:642	1
28264149::span:805:809	28264149::span:1211:1220	1
28264149::span:805:809	28264149::span:1328:1337	1
28264149::span:805:809	28264149::span:1908:1917	1
28264149::span:1135:1143	28264149::span:67:76	1
28264149::span:1135:1143	28264149::span:209:218	1
28264149::span:1135:1143	28264149::span:336:345	1
28264149::span:1135:1143	28264149::span:633:642	1
28264149::span:1135:1143	28264149::span:1211:1220	1
28264149::span:1135:1143	28264149::span:1328:1337	1
28264149::span:1135:1143	28264149::span:1908:1917	1
28264149::span:1295:1299	28264149::span:67:76	1
28264149::span:1295:1299	28264149::span:209:218	1
28264149::span:1295:1299	28264149::span:336:345	1
28264149::span:1295:1299	28264149::span:633:642	1
28264149::span:1295:1299	28264149::span:1211:1220	1
28264149::span:1295:1299	28264149::span:1328:1337	1
28264149::span:1295:1299	28264149::span:1908:1917	1
28264149::span:1473:1477	28264149::span:67:76	1
28264149::span:1473:1477	28264149::span:209:218	1
28264149::span:1473:1477	28264149::span:336:345	1
28264149::span:1473:1477	28264149::span:633:642	1
28264149::span:1473:1477	28264149::span:1211:1220	1
28264149::span:1473:1477	28264149::span:1328:1337	1
28264149::span:1473:1477	28264149::span:1908:1917	1
28264149::span:1722:1726	28264149::span:67:76	1
28264149::span:1722:1726	28264149::span:209:218	1
28264149::span:1722:1726	28264149::span:336:345	1
28264149::span:1722:1726	28264149::span:633:642	1
28264149::span:1722:1726	28264149::span:1211:1220	1
28264149::span:1722:1726	28264149::span:1328:1337	1
28264149::span:1722:1726	28264149::span:1908:1917	1
28264149::span:1815:1828	28264149::span:67:76	1
28264149::span:1815:1828	28264149::span:209:218	1
28264149::span:1815:1828	28264149::span:336:345	1
28264149::span:1815:1828	28264149::span:633:642	1
28264149::span:1815:1828	28264149::span:1211:1220	1
28264149::span:1815:1828	28264149::span:1328:1337	1
28264149::span:1815:1828	28264149::span:1908:1917	1
28264149::span:1838:1846	28264149::span:67:76	1
28264149::span:1838:1846	28264149::span:209:218	1
28264149::span:1838:1846	28264149::span:336:345	1
28264149::span:1838:1846	28264149::span:633:642	1
28264149::span:1838:1846	28264149::span:1211:1220	1
28264149::span:1838:1846	28264149::span:1328:1337	1
28264149::span:1838:1846	28264149::span:1908:1917	1
28264149::span:1940:1942	28264149::span:67:76	1
28264149::span:1940:1942	28264149::span:209:218	1
28264149::span:1940:1942	28264149::span:336:345	1
28264149::span:1940:1942	28264149::span:633:642	1
28264149::span:1940:1942	28264149::span:1211:1220	1
28264149::span:1940:1942	28264149::span:1328:1337	1
28264149::span:1940:1942	28264149::span:1908:1917	1
28264149::span:67:76	28264149::span:1023:1066	1
28264149::span:209:218	28264149::span:1023:1066	1
28264149::span:336:345	28264149::span:1023:1066	1
28264149::span:633:642	28264149::span:1023:1066	1
28264149::span:1211:1220	28264149::span:1023:1066	1
28264149::span:1328:1337	28264149::span:1023:1066	1
28264149::span:1908:1917	28264149::span:1023:1066	1
28264149::span:1023:1066	28264149::span:67:76	1
28264149::span:1023:1066	28264149::span:209:218	1
28264149::span:1023:1066	28264149::span:336:345	1
28264149::span:1023:1066	28264149::span:633:642	1
28264149::span:1023:1066	28264149::span:1211:1220	1
28264149::span:1023:1066	28264149::span:1328:1337	1
28264149::span:1023:1066	28264149::span:1908:1917	1
28264149::span:67:76	28264149::span:1249:1261	1
28264149::span:67:76	28264149::span:1408:1420	1
28264149::span:67:76	28264149::span:1665:1677	1
28264149::span:209:218	28264149::span:1249:1261	1
28264149::span:209:218	28264149::span:1408:1420	1
28264149::span:209:218	28264149::span:1665:1677	1
28264149::span:336:345	28264149::span:1249:1261	1
28264149::span:336:345	28264149::span:1408:1420	1
28264149::span:336:345	28264149::span:1665:1677	1
28264149::span:633:642	28264149::span:1249:1261	1
28264149::span:633:642	28264149::span:1408:1420	1
28264149::span:633:642	28264149::span:1665:1677	1
28264149::span:1211:1220	28264149::span:1249:1261	1
28264149::span:1211:1220	28264149::span:1408:1420	1
28264149::span:1211:1220	28264149::span:1665:1677	1
28264149::span:1328:1337	28264149::span:1249:1261	1
28264149::span:1328:1337	28264149::span:1408:1420	1
28264149::span:1328:1337	28264149::span:1665:1677	1
28264149::span:1908:1917	28264149::span:1249:1261	1
28264149::span:1908:1917	28264149::span:1408:1420	1
28264149::span:1908:1917	28264149::span:1665:1677	1
28264149::span:1249:1261	28264149::span:67:76	1
28264149::span:1249:1261	28264149::span:209:218	1
28264149::span:1249:1261	28264149::span:336:345	1
28264149::span:1249:1261	28264149::span:633:642	1
28264149::span:1249:1261	28264149::span:1211:1220	1
28264149::span:1249:1261	28264149::span:1328:1337	1
28264149::span:1249:1261	28264149::span:1908:1917	1
28264149::span:1408:1420	28264149::span:67:76	1
28264149::span:1408:1420	28264149::span:209:218	1
28264149::span:1408:1420	28264149::span:336:345	1
28264149::span:1408:1420	28264149::span:633:642	1
28264149::span:1408:1420	28264149::span:1211:1220	1
28264149::span:1408:1420	28264149::span:1328:1337	1
28264149::span:1408:1420	28264149::span:1908:1917	1
28264149::span:1665:1677	28264149::span:67:76	1
28264149::span:1665:1677	28264149::span:209:218	1
28264149::span:1665:1677	28264149::span:336:345	1
28264149::span:1665:1677	28264149::span:633:642	1
28264149::span:1665:1677	28264149::span:1211:1220	1
28264149::span:1665:1677	28264149::span:1328:1337	1
28264149::span:1665:1677	28264149::span:1908:1917	1
28264149::span:67:76	28264149::span:12:37	1
28264149::span:67:76	28264149::span:479:483	1
28264149::span:67:76	28264149::span:553:561	1
28264149::span:67:76	28264149::span:707:714	1
28264149::span:67:76	28264149::span:805:809	1
28264149::span:67:76	28264149::span:1135:1143	1
28264149::span:67:76	28264149::span:1295:1299	1
28264149::span:67:76	28264149::span:1473:1477	1
28264149::span:67:76	28264149::span:1722:1726	1
28264149::span:67:76	28264149::span:1815:1828	1
28264149::span:67:76	28264149::span:1838:1846	1
28264149::span:67:76	28264149::span:1940:1942	1
28264149::span:209:218	28264149::span:12:37	1
28264149::span:209:218	28264149::span:479:483	1
28264149::span:209:218	28264149::span:553:561	1
28264149::span:209:218	28264149::span:707:714	1
28264149::span:209:218	28264149::span:805:809	1
28264149::span:209:218	28264149::span:1135:1143	1
28264149::span:209:218	28264149::span:1295:1299	1
28264149::span:209:218	28264149::span:1473:1477	1
28264149::span:209:218	28264149::span:1722:1726	1
28264149::span:209:218	28264149::span:1815:1828	1
28264149::span:209:218	28264149::span:1838:1846	1
28264149::span:209:218	28264149::span:1940:1942	1
28264149::span:336:345	28264149::span:12:37	1
28264149::span:336:345	28264149::span:479:483	1
28264149::span:336:345	28264149::span:553:561	1
28264149::span:336:345	28264149::span:707:714	1
28264149::span:336:345	28264149::span:805:809	1
28264149::span:336:345	28264149::span:1135:1143	1
28264149::span:336:345	28264149::span:1295:1299	1
28264149::span:336:345	28264149::span:1473:1477	1
28264149::span:336:345	28264149::span:1722:1726	1
28264149::span:336:345	28264149::span:1815:1828	1
28264149::span:336:345	28264149::span:1838:1846	1
28264149::span:336:345	28264149::span:1940:1942	1
28264149::span:633:642	28264149::span:12:37	1
28264149::span:633:642	28264149::span:479:483	1
28264149::span:633:642	28264149::span:553:561	1
28264149::span:633:642	28264149::span:707:714	1
28264149::span:633:642	28264149::span:805:809	1
28264149::span:633:642	28264149::span:1135:1143	1
28264149::span:633:642	28264149::span:1295:1299	1
28264149::span:633:642	28264149::span:1473:1477	1
28264149::span:633:642	28264149::span:1722:1726	1
28264149::span:633:642	28264149::span:1815:1828	1
28264149::span:633:642	28264149::span:1838:1846	1
28264149::span:633:642	28264149::span:1940:1942	1
28264149::span:1211:1220	28264149::span:12:37	1
28264149::span:1211:1220	28264149::span:479:483	1
28264149::span:1211:1220	28264149::span:553:561	1
28264149::span:1211:1220	28264149::span:707:714	1
28264149::span:1211:1220	28264149::span:805:809	1
28264149::span:1211:1220	28264149::span:1135:1143	1
28264149::span:1211:1220	28264149::span:1295:1299	1
28264149::span:1211:1220	28264149::span:1473:1477	1
28264149::span:1211:1220	28264149::span:1722:1726	1
28264149::span:1211:1220	28264149::span:1815:1828	1
28264149::span:1211:1220	28264149::span:1838:1846	1
28264149::span:1211:1220	28264149::span:1940:1942	1
28264149::span:1328:1337	28264149::span:12:37	1
28264149::span:1328:1337	28264149::span:479:483	1
28264149::span:1328:1337	28264149::span:553:561	1
28264149::span:1328:1337	28264149::span:707:714	1
28264149::span:1328:1337	28264149::span:805:809	1
28264149::span:1328:1337	28264149::span:1135:1143	1
28264149::span:1328:1337	28264149::span:1295:1299	1
28264149::span:1328:1337	28264149::span:1473:1477	1
28264149::span:1328:1337	28264149::span:1722:1726	1
28264149::span:1328:1337	28264149::span:1815:1828	1
28264149::span:1328:1337	28264149::span:1838:1846	1
28264149::span:1328:1337	28264149::span:1940:1942	1
28264149::span:1908:1917	28264149::span:12:37	1
28264149::span:1908:1917	28264149::span:479:483	1
28264149::span:1908:1917	28264149::span:553:561	1
28264149::span:1908:1917	28264149::span:707:714	1
28264149::span:1908:1917	28264149::span:805:809	1
28264149::span:1908:1917	28264149::span:1135:1143	1
28264149::span:1908:1917	28264149::span:1295:1299	1
28264149::span:1908:1917	28264149::span:1473:1477	1
28264149::span:1908:1917	28264149::span:1722:1726	1
28264149::span:1908:1917	28264149::span:1815:1828	1
28264149::span:1908:1917	28264149::span:1838:1846	1
28264149::span:1908:1917	28264149::span:1940:1942	1
28264149::span:12:37	28264149::span:2094:2107	1
28264149::span:479:483	28264149::span:2094:2107	1
28264149::span:553:561	28264149::span:2094:2107	1
28264149::span:707:714	28264149::span:2094:2107	1
28264149::span:805:809	28264149::span:2094:2107	1
28264149::span:1135:1143	28264149::span:2094:2107	1
28264149::span:1295:1299	28264149::span:2094:2107	1
28264149::span:1473:1477	28264149::span:2094:2107	1
28264149::span:1722:1726	28264149::span:2094:2107	1
28264149::span:1815:1828	28264149::span:2094:2107	1
28264149::span:1838:1846	28264149::span:2094:2107	1
28264149::span:1940:1942	28264149::span:2094:2107	1
28264149::span:2094:2107	28264149::span:1023:1066	1
28264149::span:1023:1066	28264149::span:2094:2107	1
28264149::span:2094:2107	28264149::span:1249:1261	1
28264149::span:2094:2107	28264149::span:1408:1420	1
28264149::span:2094:2107	28264149::span:1665:1677	1
28264149::span:1249:1261	28264149::span:2094:2107	1
28264149::span:1408:1420	28264149::span:2094:2107	1
28264149::span:1665:1677	28264149::span:2094:2107	1
28264149::span:2094:2107	28264149::span:1249:1261	1
28264149::span:2094:2107	28264149::span:1408:1420	1
28264149::span:2094:2107	28264149::span:1665:1677	1
28264149::span:1249:1261	28264149::span:324:330	1
28264149::span:1249:1261	28264149::span:620:626	1
28264149::span:1249:1261	28264149::span:1492:1498	1
28264149::span:1249:1261	28264149::span:1560:1566	1
28264149::span:1408:1420	28264149::span:324:330	1
28264149::span:1408:1420	28264149::span:620:626	1
28264149::span:1408:1420	28264149::span:1492:1498	1
28264149::span:1408:1420	28264149::span:1560:1566	1
28264149::span:1665:1677	28264149::span:324:330	1
28264149::span:1665:1677	28264149::span:620:626	1
28264149::span:1665:1677	28264149::span:1492:1498	1
28264149::span:1665:1677	28264149::span:1560:1566	1
28264149::span:324:330	28264149::span:182:203	1
28264149::span:324:330	28264149::span:249:270	1
28264149::span:324:330	28264149::span:2118:2139	1
28264149::span:620:626	28264149::span:182:203	1
28264149::span:620:626	28264149::span:249:270	1
28264149::span:620:626	28264149::span:2118:2139	1
28264149::span:1492:1498	28264149::span:182:203	1
28264149::span:1492:1498	28264149::span:249:270	1
28264149::span:1492:1498	28264149::span:2118:2139	1
28264149::span:1560:1566	28264149::span:182:203	1
28264149::span:1560:1566	28264149::span:249:270	1
28264149::span:1560:1566	28264149::span:2118:2139	1
28264149::span:182:203	28264149::span:67:76	1
28264149::span:182:203	28264149::span:209:218	1
28264149::span:182:203	28264149::span:336:345	1
28264149::span:182:203	28264149::span:633:642	1
28264149::span:182:203	28264149::span:1211:1220	1
28264149::span:182:203	28264149::span:1328:1337	1
28264149::span:182:203	28264149::span:1908:1917	1
28264149::span:249:270	28264149::span:67:76	1
28264149::span:249:270	28264149::span:209:218	1
28264149::span:249:270	28264149::span:336:345	1
28264149::span:249:270	28264149::span:633:642	1
28264149::span:249:270	28264149::span:1211:1220	1
28264149::span:249:270	28264149::span:1328:1337	1
28264149::span:249:270	28264149::span:1908:1917	1
28264149::span:2118:2139	28264149::span:67:76	1
28264149::span:2118:2139	28264149::span:209:218	1
28264149::span:2118:2139	28264149::span:336:345	1
28264149::span:2118:2139	28264149::span:633:642	1
28264149::span:2118:2139	28264149::span:1211:1220	1
28264149::span:2118:2139	28264149::span:1328:1337	1
28264149::span:2118:2139	28264149::span:1908:1917	1
28264149::span:67:76	28264149::span:182:203	1
28264149::span:67:76	28264149::span:249:270	1
28264149::span:67:76	28264149::span:2118:2139	1
28264149::span:209:218	28264149::span:182:203	1
28264149::span:209:218	28264149::span:249:270	1
28264149::span:209:218	28264149::span:2118:2139	1
28264149::span:336:345	28264149::span:182:203	1
28264149::span:336:345	28264149::span:249:270	1
28264149::span:336:345	28264149::span:2118:2139	1
28264149::span:633:642	28264149::span:182:203	1
28264149::span:633:642	28264149::span:249:270	1
28264149::span:633:642	28264149::span:2118:2139	1
28264149::span:1211:1220	28264149::span:182:203	1
28264149::span:1211:1220	28264149::span:249:270	1
28264149::span:1211:1220	28264149::span:2118:2139	1
28264149::span:1328:1337	28264149::span:182:203	1
28264149::span:1328:1337	28264149::span:249:270	1
28264149::span:1328:1337	28264149::span:2118:2139	1
28264149::span:1908:1917	28264149::span:182:203	1
28264149::span:1908:1917	28264149::span:249:270	1
28264149::span:1908:1917	28264149::span:2118:2139	1
28264149::span:182:203	28264149::span:2094:2107	1
28264149::span:249:270	28264149::span:2094:2107	1
28264149::span:2118:2139	28264149::span:2094:2107	1
28264149::span:2094:2107	28264149::span:842:844	1
28264149::span:2094:2107	28264149::span:1004:1006	1
28264149::span:842:844	28264149::span:67:76	1
28264149::span:842:844	28264149::span:209:218	1
28264149::span:842:844	28264149::span:336:345	1
28264149::span:842:844	28264149::span:633:642	1
28264149::span:842:844	28264149::span:1211:1220	1
28264149::span:842:844	28264149::span:1328:1337	1
28264149::span:842:844	28264149::span:1908:1917	1
28264149::span:1004:1006	28264149::span:67:76	1
28264149::span:1004:1006	28264149::span:209:218	1
28264149::span:1004:1006	28264149::span:336:345	1
28264149::span:1004:1006	28264149::span:633:642	1
28264149::span:1004:1006	28264149::span:1211:1220	1
28264149::span:1004:1006	28264149::span:1328:1337	1
28264149::span:1004:1006	28264149::span:1908:1917	1
28264149::span:67:76	28264149::span:12:37	1
28264149::span:67:76	28264149::span:479:483	1
28264149::span:67:76	28264149::span:553:561	1
28264149::span:67:76	28264149::span:707:714	1
28264149::span:67:76	28264149::span:805:809	1
28264149::span:67:76	28264149::span:1135:1143	1
28264149::span:67:76	28264149::span:1295:1299	1
28264149::span:67:76	28264149::span:1473:1477	1
28264149::span:67:76	28264149::span:1722:1726	1
28264149::span:67:76	28264149::span:1815:1828	1
28264149::span:67:76	28264149::span:1838:1846	1
28264149::span:67:76	28264149::span:1940:1942	1
28264149::span:209:218	28264149::span:12:37	1
28264149::span:209:218	28264149::span:479:483	1
28264149::span:209:218	28264149::span:553:561	1
28264149::span:209:218	28264149::span:707:714	1
28264149::span:209:218	28264149::span:805:809	1
28264149::span:209:218	28264149::span:1135:1143	1
28264149::span:209:218	28264149::span:1295:1299	1
28264149::span:209:218	28264149::span:1473:1477	1
28264149::span:209:218	28264149::span:1722:1726	1
28264149::span:209:218	28264149::span:1815:1828	1
28264149::span:209:218	28264149::span:1838:1846	1
28264149::span:209:218	28264149::span:1940:1942	1
28264149::span:336:345	28264149::span:12:37	1
28264149::span:336:345	28264149::span:479:483	1
28264149::span:336:345	28264149::span:553:561	1
28264149::span:336:345	28264149::span:707:714	1
28264149::span:336:345	28264149::span:805:809	1
28264149::span:336:345	28264149::span:1135:1143	1
28264149::span:336:345	28264149::span:1295:1299	1
28264149::span:336:345	28264149::span:1473:1477	1
28264149::span:336:345	28264149::span:1722:1726	1
28264149::span:336:345	28264149::span:1815:1828	1
28264149::span:336:345	28264149::span:1838:1846	1
28264149::span:336:345	28264149::span:1940:1942	1
28264149::span:633:642	28264149::span:12:37	1
28264149::span:633:642	28264149::span:479:483	1
28264149::span:633:642	28264149::span:553:561	1
28264149::span:633:642	28264149::span:707:714	1
28264149::span:633:642	28264149::span:805:809	1
28264149::span:633:642	28264149::span:1135:1143	1
28264149::span:633:642	28264149::span:1295:1299	1
28264149::span:633:642	28264149::span:1473:1477	1
28264149::span:633:642	28264149::span:1722:1726	1
28264149::span:633:642	28264149::span:1815:1828	1
28264149::span:633:642	28264149::span:1838:1846	1
28264149::span:633:642	28264149::span:1940:1942	1
28264149::span:1211:1220	28264149::span:12:37	1
28264149::span:1211:1220	28264149::span:479:483	1
28264149::span:1211:1220	28264149::span:553:561	1
28264149::span:1211:1220	28264149::span:707:714	1
28264149::span:1211:1220	28264149::span:805:809	1
28264149::span:1211:1220	28264149::span:1135:1143	1
28264149::span:1211:1220	28264149::span:1295:1299	1
28264149::span:1211:1220	28264149::span:1473:1477	1
28264149::span:1211:1220	28264149::span:1722:1726	1
28264149::span:1211:1220	28264149::span:1815:1828	1
28264149::span:1211:1220	28264149::span:1838:1846	1
28264149::span:1211:1220	28264149::span:1940:1942	1
28264149::span:1328:1337	28264149::span:12:37	1
28264149::span:1328:1337	28264149::span:479:483	1
28264149::span:1328:1337	28264149::span:553:561	1
28264149::span:1328:1337	28264149::span:707:714	1
28264149::span:1328:1337	28264149::span:805:809	1
28264149::span:1328:1337	28264149::span:1135:1143	1
28264149::span:1328:1337	28264149::span:1295:1299	1
28264149::span:1328:1337	28264149::span:1473:1477	1
28264149::span:1328:1337	28264149::span:1722:1726	1
28264149::span:1328:1337	28264149::span:1815:1828	1
28264149::span:1328:1337	28264149::span:1838:1846	1
28264149::span:1328:1337	28264149::span:1940:1942	1
28264149::span:1908:1917	28264149::span:12:37	1
28264149::span:1908:1917	28264149::span:479:483	1
28264149::span:1908:1917	28264149::span:553:561	1
28264149::span:1908:1917	28264149::span:707:714	1
28264149::span:1908:1917	28264149::span:805:809	1
28264149::span:1908:1917	28264149::span:1135:1143	1
28264149::span:1908:1917	28264149::span:1295:1299	1
28264149::span:1908:1917	28264149::span:1473:1477	1
28264149::span:1908:1917	28264149::span:1722:1726	1
28264149::span:1908:1917	28264149::span:1815:1828	1
28264149::span:1908:1917	28264149::span:1838:1846	1
28264149::span:1908:1917	28264149::span:1940:1942	1
28264149::span:12:37	28264149::span:324:330	1
28264149::span:12:37	28264149::span:620:626	1
28264149::span:12:37	28264149::span:1492:1498	1
28264149::span:12:37	28264149::span:1560:1566	1
28264149::span:479:483	28264149::span:324:330	1
28264149::span:479:483	28264149::span:620:626	1
28264149::span:479:483	28264149::span:1492:1498	1
28264149::span:479:483	28264149::span:1560:1566	1
28264149::span:553:561	28264149::span:324:330	1
28264149::span:553:561	28264149::span:620:626	1
